        Time / ps                E-Field (Y; 0 0 1000) [1]/real
               5.9713444                               0
               5.9758681                               0
               5.9803919                               0
               5.9849156                               0
               5.9894393                               0
               5.9939631                               0
               5.9984868                               0
               6.0030106                               0
               6.0075343                               0
               6.0120581                               0
               6.0165818                               0
               6.0211056                               0
               6.0256293                               0
               6.0301531                               0
               6.0346768                               0
               6.0392005                               0
               6.0437243                               0
                6.048248                               0
               6.0527718                               0
               6.0572955                               0
               6.0618193                               0
                6.066343                               0
               6.0708668                               0
               6.0753905                               0
               6.0799143                               0
                6.084438                               0
               6.0889618                               0
               6.0934855                               0
               6.0980092                               0
                6.102533                               0
               6.1070567                               0
               6.1115805                               0
               6.1161042                               0
                6.120628                               0
               6.1251517                               0
               6.1296755                               0
               6.1341992                               0
                6.138723                               0
               6.1432467                               0
               6.1477704                               0
               6.1522942                               0
               6.1568179                               0
               6.1613417                               0
               6.1658654                               0
               6.1703892                               0
               6.1749129                               0
               6.1794367                               0
               6.1839604                               0
               6.1884842                               0
               6.1930079                               0
               6.1975317                               0
               6.2020554                               0
               6.2065791                               0
               6.2111029                               0
               6.2156266                               0
               6.2201504                               0
               6.2246741                               0
               6.2291979                               0
               6.2337216                               0
               6.2382454                               0
               6.2427691                               0
               6.2472929                               0
               6.2518166                               0
               6.2563403                               0
               6.2608641                               0
               6.2653878                               0
               6.2699116                               0
               6.2744353                               0
               6.2789591                               0
